ImageID,Labels,Caption
488.jpg,18,"A couple of brown dogs laying on top of a couch."
489.jpg,8 1 3 11,"A person stands on a street corner, while steam comes out of a nearby vent."
490.jpg,1,"Man in wetsuit riding a wave on his surf board."
491.jpg,8 7,"The blue and white train is being moved by a yellow and green vehicle."
492.jpg,18 3,"A small dog standing next to a frisbee."
493.jpg,3,"An open living room with hardwood floors and a fireplace"
494.jpg,1,"A woman kneeling down on a couch wearing a lamp shade over her head."
495.jpg,1,"a person in skis is going down a slope"
496.jpg,1,"A woman holding a pizza pie on a tray in a kitchen."
497.jpg,1,"A man riding a skateboard on a skate park ramp."
498.jpg,1,"A family of three people that are on the beach."
499.jpg,5,"A modern jet aircraft on the runway of an airport"
500.jpg,1,"A man and a boy reading a book on a bed."
501.jpg,1,"A guy surfing and riding out underneath a wave."
502.jpg,1,"A woman taking a picture of herself with her cell phone."
503.jpg,18,"a dog sits still between two large planters."
504.jpg,17 15,"A black cat laying a blue and red bench."
505.jpg,1,"Two people play tennis against a dark backdrop."
506.jpg,17,"a table with many different fruits and vegetables"
507.jpg,1,"A girl on the beach near rocks throwing a white Frisbee."
508.jpg,8 1 5,"There is a plane a the airport during the night."
509.jpg,1,"A store counter with some food in a building."
510.jpg,1,"people walking on a street shopping at stores"
511.jpg,1,"There are several people sitting in a living room."
512.jpg,10 7,"A train rests beneath a network of wires."
513.jpg,5,"many colorful planes sitting next to each other on the runway"
514.jpg,1,"Snow boarder in snow suit riding on board."
515.jpg,16,"Two dead birds that are on the street."
516.jpg,1,"Three tiers of plates with different sandwiches on it, on a table in a restaurant."
517.jpg,1,"a white square bowl of dessert on wooden table next to a keyboard and a laptop"
518.jpg,1 15,"A man swings the bat in a baseball game."
519.jpg,19,"Large grassy pasture filled with trees and a single horse."
520.jpg,1,"A baseball player holding a bat next to home plate."
521.jpg,1,"A wooden plate and bowl of sauce on a table."
522.jpg,1 2 3 6 8 10,"A red bus driving down a street next to a crowd of people."
523.jpg,1,"A man sitting on a couch using a laptop computer."
524.jpg,1 4,"A girl riding on the back of a motorcycle viewing a cell phone."
525.jpg,1,"A couple of men looking at a tablet pc."
526.jpg,17,"A cat is hid on the chair tucked under the desk."
527.jpg,13,"The stop sign post is covered with deep snow."
528.jpg,1,"There is a man that is holding a large kite."
529.jpg,1 3 6,"A blue bus going down a street with houses and buildings on either side."
530.jpg,1,"People laying in the sun on the beach on a sunny day"
531.jpg,1,"A woman is standing in a room filled with luggage."
532.jpg,1,"a baseball player stretching while holding a baseball bat on a baseball field."
533.jpg,7,"A train traveling past another train on train tracks."
534.jpg,1,"a person standing on a small paved square and  holding a yellow frisbee"
535.jpg,1,"A woman wearing a yellow dress while holding a rainbow umbrella."
536.jpg,9 5 1,"A small boat in the blue open water."
537.jpg,1,"A person riding a surfboard on top of a wave."
538.jpg,8 3 11,"A yellow fire hydrant and a shopping cart."
539.jpg,1 3,"a car and some people with umbrellas and a building"
540.jpg,6,"a number of school buses parked near each other"
541.jpg,1 3,"Black and white photograph of a clock on a street."
542.jpg,18,"a black and brown dog in the water and a white dog"
543.jpg,1 10 6,"A red tour bus readies itself for departure"
544.jpg,1,"A young girl skiing on a snowy slope."
545.jpg,1 15,"The person is sitting on the bench alone reading."
546.jpg,18,"A dog laying on top of a couch next to a white dog."
547.jpg,1,"The man is riding his surfboard with a stuffed animal."
548.jpg,1 6 8 10 14,"A dump truck is traveling though a busy city intersection."
549.jpg,19,"A horse that is standing in the grass."
550.jpg,1,"a keyboard is on a table in front of a television"
551.jpg,16,"A flock of birds gathered around a blue lawn chair."
552.jpg,11,"A yellow and blue fire hydrant that has falling into the street with "caution" tape around it."
553.jpg,1,"A baseball player swinging a bat at a baseball game."
554.jpg,1,"there is a male skate boarder that is doing a trick"
555.jpg,1,"The action at home plate in a professional baseball game."
556.jpg,1,"A man with a backpack on pointing at something on a ski slope."
557.jpg,1 18 15,"A woman sitting on top of a wooden bench in a park."
558.jpg,5,"Four single engine planes in the air on a cloudy day."
559.jpg,1 15,"A man and woman are sitting on the benches"
560.jpg,8 3 5,"A large passenger jet on top of an airport runway."
561.jpg,5,"An airplane taking off for flight into the sky."
562.jpg,10,"A bunch of signs that are near a building."
563.jpg,9 3 1,"A large yacht is docked near a cruise ship."
564.jpg,1 7,"A black steam engine train traveling down train tracks."
565.jpg,11,"A firehose attached to a fire hydrant on a brick lane."
566.jpg,1,"A man holding a baby catching a frisbee"
567.jpg,1,"A man wearing a suit is standing and looking at a book."
568.jpg,1,"A man on a snowy slope on a snowboard."
569.jpg,1,"The young man is practicing his tricks on the skateboard."
570.jpg,1 18,"A dog sitting under a seat next to men's feet."
571.jpg,1,"A guy on skis squatting while going down a hill."
572.jpg,1,"A woman playing tennis with a large crowd in the background."
573.jpg,16,"A clock tower that has birds flying by it"
574.jpg,7,"A very big train and another train car on the tracks."
575.jpg,1 7,"The current time is shown at a train station."
576.jpg,1,"people standing in the snow watching a person put a snowboard on"
577.jpg,1,"A man that is standing in the dirt with a ball."
578.jpg,9,"A boat anchored in a river near trees."
579.jpg,1,"A lady talking on her cell phone at an arena."
580.jpg,9,"A boat traveling across water near a shore."
581.jpg,1 6,"A transit bus with a reflection of people going up an escalator."
582.jpg,1,"A person slices bananas into his bowl."
583.jpg,1,"A group of people that are holding cellphones."
584.jpg,1,"The man holds up a remote with a laptop nearby."
585.jpg,8 18,"A dog standing by a truck pulling a trailer."
586.jpg,1,"a man on a surf board rides in front of a big wave"
587.jpg,1,"A man standing on top of a tennis court."
588.jpg,1,"A man plays guitar and another plays a keyboard and drums."
589.jpg,9 18,"a raft full of dogs is riding a wave"
590.jpg,4,"A birthday cake that is decorated with a motorcycle."
591.jpg,1 2 3 4 10,"A crowded city street with a building, cars and bicycles."
592.jpg,1,"A group of people in an airport holding their luggage."
593.jpg,1 4,"A racing motorcycle is being ridden on a road."
594.jpg,1,"A tennis player swinging his racket on a court."
595.jpg,3 6,"A large bus parked on the side of the road."
596.jpg,1,"a person riding a surf board on a wave"
597.jpg,1 15,"A man standing on to of a pile of junk holding flaming torches."
598.jpg,1,"A young woman sitting at a table talking on a phone."
599.jpg,1,"a person jumping skis in the air with a sky background"
600.jpg,1,"A man and woman on ski's standing in the snow."
601.jpg,1 15,"Two photos, top one of men at beach under grass thatched roof the other of men holding their surf boards."
602.jpg,1,"A man that is in the sand with a surfboard."
603.jpg,1 19,"Two woman in a bathing suits riding horses on a beach."
604.jpg,1 19,"A man is riding a horse in an equestrian competition."
605.jpg,19,"The cows are roaming in the dirt on the farm."
606.jpg,17,"A wooden floor with various filming equipment next to a bed."
607.jpg,1,"The girl lays under the colorful polka dotted covered of her bed."
608.jpg,1,"View of a mirror over the vanity of a sink with glass and toothbrush holder on top."
609.jpg,1,"A mother and child playing with a laptop on a bed."
610.jpg,1,"A black and white photo of two female skiers in a mountainous landscape."
611.jpg,1,"A man tossing a frisbee into a metal net."
612.jpg,1,"a woman holding onto money with bananas on the groud"
613.jpg,1,"A man doing skateboard tricks in a small yard"
614.jpg,1 3 6,"A parking lot filled with lots of buses parked in front of a building."
615.jpg,9 1,"A large cruise ship traveling near a beach on crystal blue water."
616.jpg,1 4,"a motorcycle parked next to a very old fashioned group of people"
617.jpg,1,"A man standing next to a clock tower that has been destroyed."
618.jpg,3,"A giraffe standing on top of a lush green field"
619.jpg,1,"a person that has a lighter in their hand"
620.jpg,1 2,"A man in a blue riding outfit has a bicycle."
621.jpg,9 1,"Asian woman worker sitting on wooden boards in black and white photo."
622.jpg,1 3,"A man in striped shirt pushing a suitcase down a hill."
623.jpg,6,"A photo taken of a bridge with a clock tower in the background."
624.jpg,1,"A pretty woman holding an umbrella with a brown handle."
625.jpg,1 3 13,"Cars driving in the city at night near a large building."
626.jpg,1 3,"A young man swinging a bat at a baseball in a park."
627.jpg,1,"A kit flying over a city. There is many more people holding kites below."
628.jpg,1,"a couple of people playing with a throwing disc in a park."
629.jpg,5,"A large jetliner flying through a blue sky."
630.jpg,1 3 5 8 10,"A group of baseball players wearing yellow jerseys are having a game at a local field."
631.jpg,1,"A lady with a braid sitting in a beauty parlor."
632.jpg,1,"A girl dries her hair with a cartoon character behind her."
633.jpg,5,"A large airplane sitting in a green field."
634.jpg,1,"A young child on a sofa holding an umbrella"
635.jpg,19 1 3 15,"A historical photo of people sitting along side a railway."
636.jpg,1,"A man riding on the back of an elephant near a lake."
637.jpg,1,"Child playing boxing video game on the television."
638.jpg,1,"Closeup of a person wearing a blue shirt and black and blue tie."
639.jpg,1,"A group of navy men standing in a kitchen preparing pizza."
640.jpg,1,"A man swinging a tennis racket on a court."
641.jpg,1,"A man poses for a picture with his snowboard"
642.jpg,1 2,"A man is posing in a field with a bicycle."
643.jpg,16 1 3,"Two men one using a skateboard and another man holding one."
644.jpg,9 18 1,"THERE IS A DOG SITTING ON THE GROUND"
645.jpg,1,"there is a male safer that is seen riding a wave"
646.jpg,17,"A cat sitting beside a wicker suitcase in front of some clothes."
647.jpg,7,"Train on horizon with headlights and fog on rails"
648.jpg,1,"a person standing holding a nintendo wii remote"
649.jpg,1,"The man is holding a pizza box near two women at a restaurant table."
650.jpg,1,"A young man serving a tennis ball to the other team."
651.jpg,1,"A woman posing outside with a grilled hot dog."
652.jpg,1 15,"Two people enjoying walking in a very green type forest, and one lady has umbrella over head."
653.jpg,7,"A train is going down the tracks on a mountainside."
654.jpg,1,"A person sitting on stone steps in front of a church."
655.jpg,1,"A woman has fallen on the ground in a field."
656.jpg,1,"A young man taking a wave with his surfboard."
657.jpg,1 3 6,"Skiers on a slope near a parking lot."
658.jpg,5,"A small silver airplane sitting on an airport runway."
659.jpg,1,"a person riding a surf board on a wave"
660.jpg,17,"A couple of cats standing in sinks in a room."
661.jpg,1 4,"a man sitting on top of a bull pulling a cart down a street"
662.jpg,1,"A young man holding a tennis racquet in front of a crowd."
663.jpg,1,"A woman with a small child on snow skis standing on a snow covered trail."
664.jpg,1,"A person laying on crate on the back of an elephant."
665.jpg,8 1 5,"An airport luggage cart covered in luggage near a runway."
666.jpg,16,"A brown and a black rooster stand on a bed of hay."
667.jpg,1,"Snowboarder enjoying deep snow on downhill slope on bright sunny day."
668.jpg,8 1 3 4,"A group of people pulling bags behind them"
669.jpg,3 5 15,"A plane is parked near a building and cars."
670.jpg,1,"A photo of QuickTime player playing a movie with a little girl."
671.jpg,1,"Two women walk under an umbrella on a city street."
672.jpg,17 1,"a young lady holding her kitten and kissing its head"
673.jpg,1,"A wide image of a baseball game with people watching."
674.jpg,1,"Two men standing close together examining some red wine."
675.jpg,1,"A picture of a man swinging a racket at a tennis ball."
676.jpg,1,"A girl eating a piece of food and sitting in a chair."
677.jpg,7,"A view at dusk of a small river and bridge."
678.jpg,1 18 2,"A young boy and girl ride a bicycle together."
679.jpg,1 2,"A beach with a lot of balloons and kites in the air"
680.jpg,1 19 9,"A couple of people riding horses on a beach."
681.jpg,16,"five gray and white birds sand and water"
